,lang,feature,accuracy,permute,epoch,lang_train,init,num_samples
865,fr,sonority,0.4411764705882353,0.0,54,en,none,2283759
866,enfr,sonority,0.41289592760180993,0.0,54,en,none,2283759
867,en,manner,0.7692307692307693,0.0,54,en,none,2283759
868,fr,manner,0.4411764705882353,0.0,54,en,none,2283759
869,enfr,manner,0.41289592760180993,0.0,54,en,none,2283759
870,en,voicing,1.0,0.0,54,en,none,2283759
871,fr,voicing,0.0,0.0,54,en,none,2283759
872,enfr,voicing,0.4852941176470588,0.0,54,en,none,2283759
873,en,place,0.75,0.0,54,en,none,2283759
874,fr,place,0.10526315789473684,0.0,54,en,none,2283759
875,enfr,place,0.2510964912280702,0.0,54,en,none,2283759
876,en,placerough,0.9285714285714286,0.0,54,en,none,2283759
877,fr,placerough,0.0,0.0,54,en,none,2283759
878,enfr,placerough,0.2619047619047619,0.0,54,en,none,2283759
879,enfr,lang,1.0,0.0,54,en,none,2283759
880,en,sonority,0.8717948717948718,0.0,55,en,none,2383759
881,fr,sonority,0.4411764705882353,0.0,55,en,none,2383759
882,enfr,sonority,0.41289592760180993,0.0,55,en,none,2383759
883,en,manner,0.8205128205128205,0.0,55,en,none,2383759
884,fr,manner,0.4411764705882353,0.0,55,en,none,2383759
885,enfr,manner,0.41289592760180993,0.0,55,en,none,2383759
886,en,voicing,1.0,0.0,55,en,none,2383759
887,fr,voicing,0.0,0.0,55,en,none,2383759
888,enfr,voicing,0.4852941176470588,0.0,55,en,none,2383759
889,en,place,0.7083333333333334,0.0,55,en,none,2383759
890,fr,place,0.10526315789473684,0.0,55,en,none,2383759
891,enfr,place,0.2510964912280702,0.0,55,en,none,2383759
892,en,placerough,0.9285714285714286,0.0,55,en,none,2383759
893,fr,placerough,0.0,0.0,55,en,none,2383759
894,enfr,placerough,0.2619047619047619,0.0,55,en,none,2383759
895,enfr,lang,1.0,0.0,55,en,none,2383759
896,en,sonority,0.8717948717948718,0.0,56,en,none,2483759
897,fr,sonority,0.4411764705882353,0.0,56,en,none,2483759
898,enfr,sonority,0.41289592760180993,0.0,56,en,none,2483759
899,en,manner,0.7948717948717948,0.0,56,en,none,2483759
900,fr,manner,0.4411764705882353,0.0,56,en,none,2483759
901,enfr,manner,0.41289592760180993,0.0,56,en,none,2483759
902,en,voicing,1.0,0.0,56,en,none,2483759
903,fr,voicing,0.0,0.0,56,en,none,2483759
904,enfr,voicing,0.4852941176470588,0.0,56,en,none,2483759
905,en,place,0.75,0.0,56,en,none,2483759
906,fr,place,0.10526315789473684,0.0,56,en,none,2483759
907,enfr,place,0.2510964912280702,0.0,56,en,none,2483759
908,en,placerough,0.9285714285714286,0.0,56,en,none,2483759
909,fr,placerough,0.0,0.0,56,en,none,2483759
910,enfr,placerough,0.2619047619047619,0.0,56,en,none,2483759
911,enfr,lang,1.0,0.0,56,en,none,2483759
912,en,sonority,0.8717948717948718,0.0,57,en,none,2583759
913,fr,sonority,0.4411764705882353,0.0,57,en,none,2583759
914,enfr,sonority,0.41289592760180993,0.0,57,en,none,2583759
915,en,manner,0.7948717948717948,0.0,57,en,none,2583759
916,fr,manner,0.4411764705882353,0.0,57,en,none,2583759
917,enfr,manner,0.41289592760180993,0.0,57,en,none,2583759
918,en,voicing,0.9411764705882353,0.0,57,en,none,2583759
919,fr,voicing,0.0,0.0,57,en,none,2583759
920,enfr,voicing,0.4852941176470588,0.0,57,en,none,2583759
921,en,place,0.75,0.0,57,en,none,2583759
922,fr,place,0.10526315789473684,0.0,57,en,none,2583759
923,enfr,place,0.2510964912280702,0.0,57,en,none,2583759
924,en,placerough,0.9285714285714286,0.0,57,en,none,2583759
925,fr,placerough,0.0,0.0,57,en,none,2583759
926,enfr,placerough,0.2619047619047619,0.0,57,en,none,2583759
927,enfr,lang,1.0,0.0,57,en,none,2583759
928,en,sonority,0.8717948717948718,0.0,58,en,none,2683759
929,fr,sonority,0.4411764705882353,0.0,58,en,none,2683759
930,enfr,sonority,0.41289592760180993,0.0,58,en,none,2683759
931,en,manner,0.7948717948717948,0.0,58,en,none,2683759
932,fr,manner,0.4411764705882353,0.0,58,en,none,2683759
933,enfr,manner,0.41289592760180993,0.0,58,en,none,2683759
934,en,voicing,1.0,0.0,58,en,none,2683759
935,fr,voicing,0.0,0.0,58,en,none,2683759
936,enfr,voicing,0.4852941176470588,0.0,58,en,none,2683759
937,en,place,0.75,0.0,58,en,none,2683759
938,fr,place,0.10526315789473684,0.0,58,en,none,2683759
939,enfr,place,0.2510964912280702,0.0,58,en,none,2683759
940,en,placerough,0.9285714285714286,0.0,58,en,none,2683759
941,fr,placerough,0.0,0.0,58,en,none,2683759
942,enfr,placerough,0.2619047619047619,0.0,58,en,none,2683759
943,enfr,lang,1.0,0.0,58,en,none,2683759
944,en,sonority,0.8717948717948718,0.0,59,en,none,2783759
945,fr,sonority,0.4411764705882353,0.0,59,en,none,2783759
946,enfr,sonority,0.41289592760180993,0.0,59,en,none,2783759
947,en,manner,0.8205128205128205,0.0,59,en,none,2783759
948,fr,manner,0.4411764705882353,0.0,59,en,none,2783759
949,enfr,manner,0.41289592760180993,0.0,59,en,none,2783759
950,en,voicing,1.0,0.0,59,en,none,2783759
951,fr,voicing,0.0,0.0,59,en,none,2783759
952,enfr,voicing,0.4852941176470588,0.0,59,en,none,2783759
953,en,place,0.7083333333333334,0.0,59,en,none,2783759
954,fr,place,0.10526315789473684,0.0,59,en,none,2783759
955,enfr,place,0.2510964912280702,0.0,59,en,none,2783759
956,en,placerough,0.9285714285714286,0.0,59,en,none,2783759
957,fr,placerough,0.0,0.0,59,en,none,2783759
958,enfr,placerough,0.2619047619047619,0.0,59,en,none,2783759
959,enfr,lang,1.0,0.0,59,en,none,2783759
960,en,sonority,0.3076923076923077,0.0,0,fr,none,499
961,fr,sonority,0.4411764705882353,0.0,0,fr,none,499
962,enfr,sonority,0.42571644042232276,0.0,0,fr,none,499
963,en,manner,0.38461538461538464,0.0,0,fr,none,499
964,fr,manner,0.4411764705882353,0.0,0,fr,none,499
965,enfr,manner,0.41289592760180993,0.0,0,fr,none,499
966,en,voicing,0.35294117647058826,0.0,0,fr,none,499
967,fr,voicing,0.0,0.0,0,fr,none,499
968,enfr,voicing,0.42647058823529416,0.0,0,fr,none,499
969,en,place,0.08333333333333333,0.0,0,fr,none,499
970,fr,place,0.10526315789473684,0.0,0,fr,none,499
971,enfr,place,0.30372807017543857,0.0,0,fr,none,499
972,en,placerough,0.0,0.0,0,fr,none,499
973,fr,placerough,0.0,0.0,0,fr,none,499
974,enfr,placerough,0.2738095238095238,0.0,0,fr,none,499
975,enfr,lang,0.8493150684931506,0.0,0,fr,none,499
976,en,sonority,0.3076923076923077,0.0,1,fr,none,1071
977,fr,sonority,0.4117647058823529,0.0,1,fr,none,1071
978,enfr,sonority,0.41289592760180993,0.0,1,fr,none,1071
979,en,manner,0.38461538461538464,0.0,1,fr,none,1071
980,fr,manner,0.4411764705882353,0.0,1,fr,none,1071
981,enfr,manner,0.41289592760180993,0.0,1,fr,none,1071
982,en,voicing,0.35294117647058826,0.0,1,fr,none,1071
983,fr,voicing,0.0,0.0,1,fr,none,1071
984,enfr,voicing,0.4852941176470588,0.0,1,fr,none,1071
985,en,place,0.08333333333333333,0.0,1,fr,none,1071
986,fr,place,0.10526315789473684,0.0,1,fr,none,1071
987,enfr,place,0.32456140350877194,0.0,1,fr,none,1071
988,en,placerough,0.0,0.0,1,fr,none,1071
989,fr,placerough,0.0,0.0,1,fr,none,1071
990,enfr,placerough,0.34523809523809523,0.0,1,fr,none,1071
991,enfr,lang,0.9452054794520548,0.0,1,fr,none,1071
992,en,sonority,0.3076923076923077,0.0,2,fr,none,1727
993,fr,sonority,0.4117647058823529,0.0,2,fr,none,1727
994,enfr,sonority,0.42760180995475117,0.0,2,fr,none,1727
995,en,manner,0.38461538461538464,0.0,2,fr,none,1727
996,fr,manner,0.4411764705882353,0.0,2,fr,none,1727
997,enfr,manner,0.41289592760180993,0.0,2,fr,none,1727
998,en,voicing,0.35294117647058826,0.0,2,fr,none,1727
999,fr,voicing,0.0,0.0,2,fr,none,1727
1000,enfr,voicing,0.4852941176470588,0.0,2,fr,none,1727
1001,en,place,0.08333333333333333,0.0,2,fr,none,1727
1002,fr,place,0.10526315789473684,0.0,2,fr,none,1727
1003,enfr,place,0.32456140350877194,0.0,2,fr,none,1727
1004,en,placerough,0.0,0.0,2,fr,none,1727
1005,fr,placerough,0.0,0.0,2,fr,none,1727
1006,enfr,placerough,0.30952380952380953,0.0,2,fr,none,1727
1007,enfr,lang,1.0,0.0,2,fr,none,1727
1008,en,sonority,0.3076923076923077,0.0,3,fr,none,2478
1009,fr,sonority,0.4411764705882353,0.0,3,fr,none,2478
1010,enfr,sonority,0.42760180995475117,0.0,3,fr,none,2478
1011,en,manner,0.38461538461538464,0.0,3,fr,none,2478
1012,fr,manner,0.4411764705882353,0.0,3,fr,none,2478
1013,enfr,manner,0.41289592760180993,0.0,3,fr,none,2478
1014,en,voicing,0.35294117647058826,0.0,3,fr,none,2478
1015,fr,voicing,0.0,0.0,3,fr,none,2478
1016,enfr,voicing,0.4852941176470588,0.0,3,fr,none,2478
1017,en,place,0.08333333333333333,0.0,3,fr,none,2478
1018,fr,place,0.15789473684210525,0.0,3,fr,none,2478
1019,enfr,place,0.30372807017543857,0.0,3,fr,none,2478
1020,en,placerough,0.0,0.0,3,fr,none,2478
1021,fr,placerough,0.0,0.0,3,fr,none,2478
1022,enfr,placerough,0.34523809523809523,0.0,3,fr,none,2478
1023,enfr,lang,1.0,0.0,3,fr,none,2478
1024,en,sonority,0.3076923076923077,0.0,4,fr,none,3338
1025,fr,sonority,0.5882352941176471,0.0,4,fr,none,3338
1026,enfr,sonority,0.4423076923076923,0.0,4,fr,none,3338
1027,en,manner,0.38461538461538464,0.0,4,fr,none,3338
1028,fr,manner,0.4411764705882353,0.0,4,fr,none,3338
1029,enfr,manner,0.41289592760180993,0.0,4,fr,none,3338
1030,en,voicing,0.35294117647058826,0.0,4,fr,none,3338
1031,fr,voicing,0.0,0.0,4,fr,none,3338
1032,enfr,voicing,0.4852941176470588,0.0,4,fr,none,3338
1033,en,place,0.08333333333333333,0.0,4,fr,none,3338
1034,fr,place,0.15789473684210525,0.0,4,fr,none,3338
1035,enfr,place,0.28289473684210525,0.0,4,fr,none,3338
1036,en,placerough,0.0,0.0,4,fr,none,3338
1037,fr,placerough,0.08333333333333333,0.0,4,fr,none,3338
1038,enfr,placerough,0.34523809523809523,0.0,4,fr,none,3338
1039,enfr,lang,1.0,0.0,4,fr,none,3338
1040,en,sonority,0.3076923076923077,0.0,5,fr,none,4324
1041,fr,sonority,0.6764705882352942,0.0,5,fr,none,4324
1042,enfr,sonority,0.4423076923076923,0.0,5,fr,none,4324
1043,en,manner,0.38461538461538464,0.0,5,fr,none,4324
1044,fr,manner,0.4411764705882353,0.0,5,fr,none,4324
1045,enfr,manner,0.41289592760180993,0.0,5,fr,none,4324
1046,en,voicing,0.35294117647058826,0.0,5,fr,none,4324
1047,fr,voicing,0.16666666666666666,0.0,5,fr,none,4324
1048,enfr,voicing,0.4852941176470588,0.0,5,fr,none,4324
1049,en,place,0.08333333333333333,0.0,5,fr,none,4324
1050,fr,place,0.21052631578947367,0.0,5,fr,none,4324
1051,enfr,place,0.28289473684210525,0.0,5,fr,none,4324
1052,en,placerough,0.0,0.0,5,fr,none,4324
1053,fr,placerough,0.16666666666666666,0.0,5,fr,none,4324
1054,enfr,placerough,0.34523809523809523,0.0,5,fr,none,4324
1055,enfr,lang,1.0,0.0,5,fr,none,4324
1056,en,sonority,0.28205128205128205,0.0,6,fr,none,5453
1057,fr,sonority,0.6764705882352942,0.0,6,fr,none,5453
1058,enfr,sonority,0.42760180995475117,0.0,6,fr,none,5453
1059,en,manner,0.38461538461538464,0.0,6,fr,none,5453
1060,fr,manner,0.4411764705882353,0.0,6,fr,none,5453
1061,enfr,manner,0.41289592760180993,0.0,6,fr,none,5453
1062,en,voicing,0.29411764705882354,0.0,6,fr,none,5453
1063,fr,voicing,0.25,0.0,6,fr,none,5453
1064,enfr,voicing,0.4852941176470588,0.0,6,fr,none,5453
1065,en,place,0.08333333333333333,0.0,6,fr,none,5453
1066,fr,place,0.15789473684210525,0.0,6,fr,none,5453
1067,enfr,place,0.30372807017543857,0.0,6,fr,none,5453
1068,en,placerough,0.0,0.0,6,fr,none,5453
1069,fr,placerough,0.16666666666666666,0.0,6,fr,none,5453
1070,enfr,placerough,0.34523809523809523,0.0,6,fr,none,5453
1071,enfr,lang,1.0,0.0,6,fr,none,5453
1072,en,sonority,0.28205128205128205,0.0,7,fr,none,6747
1073,fr,sonority,0.6470588235294118,0.0,7,fr,none,6747
1074,enfr,sonority,0.42760180995475117,0.0,7,fr,none,6747
1075,en,manner,0.38461538461538464,0.0,7,fr,none,6747
1076,fr,manner,0.4411764705882353,0.0,7,fr,none,6747
1077,enfr,manner,0.41289592760180993,0.0,7,fr,none,6747
1078,en,voicing,0.29411764705882354,0.0,7,fr,none,6747
1079,fr,voicing,0.3333333333333333,0.0,7,fr,none,6747
1080,enfr,voicing,0.4852941176470588,0.0,7,fr,none,6747
1081,en,place,0.08333333333333333,0.0,7,fr,none,6747
1082,fr,place,0.15789473684210525,0.0,7,fr,none,6747
1083,enfr,place,0.32456140350877194,0.0,7,fr,none,6747
1084,en,placerough,0.0,0.0,7,fr,none,6747
1085,fr,placerough,0.16666666666666666,0.0,7,fr,none,6747
1086,enfr,placerough,0.34523809523809523,0.0,7,fr,none,6747
1087,enfr,lang,1.0,0.0,7,fr,none,6747
1088,en,sonority,0.28205128205128205,0.0,8,fr,none,8229
1089,fr,sonority,0.6764705882352942,0.0,8,fr,none,8229
1090,enfr,sonority,0.41289592760180993,0.0,8,fr,none,8229
1091,en,manner,0.38461538461538464,0.0,8,fr,none,8229
1092,fr,manner,0.47058823529411764,0.0,8,fr,none,8229
1093,enfr,manner,0.41289592760180993,0.0,8,fr,none,8229
1094,en,voicing,0.29411764705882354,0.0,8,fr,none,8229
1095,fr,voicing,0.3333333333333333,0.0,8,fr,none,8229
1096,enfr,voicing,0.4852941176470588,0.0,8,fr,none,8229
1097,en,place,0.08333333333333333,0.0,8,fr,none,8229
1098,fr,place,0.15789473684210525,0.0,8,fr,none,8229
1099,enfr,place,0.30372807017543857,0.0,8,fr,none,8229
1100,en,placerough,0.0,0.0,8,fr,none,8229
1101,fr,placerough,0.16666666666666666,0.0,8,fr,none,8229
1102,enfr,placerough,0.34523809523809523,0.0,8,fr,none,8229
1103,enfr,lang,1.0,0.0,8,fr,none,8229
1104,en,sonority,0.28205128205128205,0.0,9,fr,none,9927
1105,fr,sonority,0.7058823529411765,0.0,9,fr,none,9927
1106,enfr,sonority,0.41289592760180993,0.0,9,fr,none,9927
1107,en,manner,0.38461538461538464,0.0,9,fr,none,9927
1108,fr,manner,0.47058823529411764,0.0,9,fr,none,9927
1109,enfr,manner,0.41289592760180993,0.0,9,fr,none,9927
1110,en,voicing,0.29411764705882354,0.0,9,fr,none,9927
1111,fr,voicing,0.5,0.0,9,fr,none,9927
1112,enfr,voicing,0.4852941176470588,0.0,9,fr,none,9927
1113,en,place,0.08333333333333333,0.0,9,fr,none,9927
1114,fr,place,0.15789473684210525,0.0,9,fr,none,9927
1115,enfr,place,0.30372807017543857,0.0,9,fr,none,9927
1116,en,placerough,0.0,0.0,9,fr,none,9927
1117,fr,placerough,0.25,0.0,9,fr,none,9927
1118,enfr,placerough,0.34523809523809523,0.0,9,fr,none,9927
1119,enfr,lang,1.0,0.0,9,fr,none,9927
1120,en,sonority,0.28205128205128205,0.0,10,fr,none,11872
1121,fr,sonority,0.7647058823529411,0.0,10,fr,none,11872
1122,enfr,sonority,0.3981900452488688,0.0,10,fr,none,11872
1123,en,manner,0.38461538461538464,0.0,10,fr,none,11872
1124,fr,manner,0.5294117647058824,0.0,10,fr,none,11872
1125,enfr,manner,0.41289592760180993,0.0,10,fr,none,11872
1126,en,voicing,0.29411764705882354,0.0,10,fr,none,11872
1127,fr,voicing,0.5833333333333334,0.0,10,fr,none,11872
1128,enfr,voicing,0.4852941176470588,0.0,10,fr,none,11872
1129,en,place,0.08333333333333333,0.0,10,fr,none,11872
1130,fr,place,0.15789473684210525,0.0,10,fr,none,11872
1131,enfr,place,0.30372807017543857,0.0,10,fr,none,11872
1132,en,placerough,0.0,0.0,10,fr,none,11872
1133,fr,placerough,0.25,0.0,10,fr,none,11872
1134,enfr,placerough,0.38095238095238093,0.0,10,fr,none,11872
1135,enfr,lang,1.0,0.0,10,fr,none,11872
1136,en,sonority,0.28205128205128205,0.0,11,fr,none,14100
1137,fr,sonority,0.7647058823529411,0.0,11,fr,none,14100
1138,enfr,sonority,0.38348416289592757,0.0,11,fr,none,14100
1139,en,manner,0.38461538461538464,0.0,11,fr,none,14100
1140,fr,manner,0.5588235294117647,0.0,11,fr,none,14100
1141,enfr,manner,0.41289592760180993,0.0,11,fr,none,14100
1142,en,voicing,0.29411764705882354,0.0,11,fr,none,14100
1143,fr,voicing,0.8333333333333334,0.0,11,fr,none,14100
1144,enfr,voicing,0.4852941176470588,0.0,11,fr,none,14100
1145,en,place,0.08333333333333333,0.0,11,fr,none,14100
1146,fr,place,0.2631578947368421,0.0,11,fr,none,14100
1147,enfr,place,0.30372807017543857,0.0,11,fr,none,14100
1148,en,placerough,0.0,0.0,11,fr,none,14100
1149,fr,placerough,0.3333333333333333,0.0,11,fr,none,14100
1150,enfr,placerough,0.3869047619047619,0.0,11,fr,none,14100
1151,enfr,lang,1.0,0.0,11,fr,none,14100
1152,en,sonority,0.28205128205128205,0.0,12,fr,none,16652
1153,fr,sonority,0.7647058823529411,0.0,12,fr,none,16652
1154,enfr,sonority,0.38348416289592757,0.0,12,fr,none,16652
1155,en,manner,0.38461538461538464,0.0,12,fr,none,16652
1156,fr,manner,0.6176470588235294,0.0,12,fr,none,16652
1157,enfr,manner,0.41289592760180993,0.0,12,fr,none,16652
1158,en,voicing,0.29411764705882354,0.0,12,fr,none,16652
1159,fr,voicing,0.8333333333333334,0.0,12,fr,none,16652
1160,enfr,voicing,0.4852941176470588,0.0,12,fr,none,16652
1161,en,place,0.125,0.0,12,fr,none,16652
1162,fr,place,0.2631578947368421,0.0,12,fr,none,16652
1163,enfr,place,0.30372807017543857,0.0,12,fr,none,16652
1164,en,placerough,0.0,0.0,12,fr,none,16652
1165,fr,placerough,0.5,0.0,12,fr,none,16652
1166,enfr,placerough,0.4226190476190476,0.0,12,fr,none,16652
1167,enfr,lang,1.0,0.0,12,fr,none,16652
1168,en,sonority,0.3076923076923077,0.0,13,fr,none,19576
1169,fr,sonority,0.7647058823529411,0.0,13,fr,none,19576
1170,enfr,sonority,0.3963046757164404,0.0,13,fr,none,19576
1171,en,manner,0.38461538461538464,0.0,13,fr,none,19576
1172,fr,manner,0.7058823529411765,0.0,13,fr,none,19576
1173,enfr,manner,0.41289592760180993,0.0,13,fr,none,19576
1174,en,voicing,0.29411764705882354,0.0,13,fr,none,19576
1175,fr,voicing,0.8333333333333334,0.0,13,fr,none,19576
1176,enfr,voicing,0.4852941176470588,0.0,13,fr,none,19576
1177,en,place,0.125,0.0,13,fr,none,19576
1178,fr,place,0.2631578947368421,0.0,13,fr,none,19576
1179,enfr,place,0.28289473684210525,0.0,13,fr,none,19576
1180,en,placerough,0.0,0.0,13,fr,none,19576
1181,fr,placerough,0.6666666666666666,0.0,13,fr,none,19576
1182,enfr,placerough,0.4226190476190476,0.0,13,fr,none,19576
1183,enfr,lang,1.0,0.0,13,fr,none,19576
1184,en,sonority,0.3076923076923077,0.0,14,fr,none,22925
1185,fr,sonority,0.8235294117647058,0.0,14,fr,none,22925
1186,enfr,sonority,0.3963046757164404,0.0,14,fr,none,22925
1187,en,manner,0.38461538461538464,0.0,14,fr,none,22925
1188,fr,manner,0.7058823529411765,0.0,14,fr,none,22925
1189,enfr,manner,0.41289592760180993,0.0,14,fr,none,22925
1190,en,voicing,0.29411764705882354,0.0,14,fr,none,22925
1191,fr,voicing,0.8333333333333334,0.0,14,fr,none,22925
1192,enfr,voicing,0.4852941176470588,0.0,14,fr,none,22925
1193,en,place,0.125,0.0,14,fr,none,22925
1194,fr,place,0.2631578947368421,0.0,14,fr,none,22925
1195,enfr,place,0.30372807017543857,0.0,14,fr,none,22925
1196,en,placerough,0.0,0.0,14,fr,none,22925
1197,fr,placerough,0.6666666666666666,0.0,14,fr,none,22925
1198,enfr,placerough,0.3869047619047619,0.0,14,fr,none,22925
1199,enfr,lang,1.0,0.0,14,fr,none,22925
1200,en,sonority,0.3076923076923077,0.0,15,fr,none,26761
1201,fr,sonority,0.8235294117647058,0.0,15,fr,none,26761
1202,enfr,sonority,0.3963046757164404,0.0,15,fr,none,26761
1203,en,manner,0.38461538461538464,0.0,15,fr,none,26761
1204,fr,manner,0.6470588235294118,0.0,15,fr,none,26761
1205,enfr,manner,0.41289592760180993,0.0,15,fr,none,26761
1206,en,voicing,0.29411764705882354,0.0,15,fr,none,26761
1207,fr,voicing,0.8333333333333334,0.0,15,fr,none,26761
1208,enfr,voicing,0.4852941176470588,0.0,15,fr,none,26761
1209,en,place,0.125,0.0,15,fr,none,26761
1210,fr,place,0.3157894736842105,0.0,15,fr,none,26761
1211,enfr,place,0.28289473684210525,0.0,15,fr,none,26761
1212,en,placerough,0.0,0.0,15,fr,none,26761
1213,fr,placerough,0.6666666666666666,0.0,15,fr,none,26761
1214,enfr,placerough,0.35119047619047616,0.0,15,fr,none,26761
1215,enfr,lang,1.0,0.0,15,fr,none,26761
1216,en,sonority,0.3076923076923077,0.0,16,fr,none,31156
1217,fr,sonority,0.8235294117647058,0.0,16,fr,none,31156
1218,enfr,sonority,0.36877828054298645,0.0,16,fr,none,31156
1219,en,manner,0.38461538461538464,0.0,16,fr,none,31156
1220,fr,manner,0.6764705882352942,0.0,16,fr,none,31156
1221,enfr,manner,0.41289592760180993,0.0,16,fr,none,31156
1222,en,voicing,0.29411764705882354,0.0,16,fr,none,31156
1223,fr,voicing,0.8333333333333334,0.0,16,fr,none,31156
1224,enfr,voicing,0.4852941176470588,0.0,16,fr,none,31156
1225,en,place,0.125,0.0,16,fr,none,31156
1226,fr,place,0.3157894736842105,0.0,16,fr,none,31156
1227,enfr,place,0.28289473684210525,0.0,16,fr,none,31156
1228,en,placerough,0.0,0.0,16,fr,none,31156
1229,fr,placerough,0.6666666666666666,0.0,16,fr,none,31156
1230,enfr,placerough,0.3869047619047619,0.0,16,fr,none,31156
1231,enfr,lang,1.0,0.0,16,fr,none,31156
1232,en,sonority,0.3076923076923077,0.0,17,fr,none,36190
1233,fr,sonority,0.8235294117647058,0.0,17,fr,none,36190
1234,enfr,sonority,0.36877828054298645,0.0,17,fr,none,36190
1235,en,manner,0.38461538461538464,0.0,17,fr,none,36190
1236,fr,manner,0.6764705882352942,0.0,17,fr,none,36190
1237,enfr,manner,0.41289592760180993,0.0,17,fr,none,36190
1238,en,voicing,0.29411764705882354,0.0,17,fr,none,36190
1239,fr,voicing,0.9166666666666666,0.0,17,fr,none,36190
1240,enfr,voicing,0.4852941176470588,0.0,17,fr,none,36190
1241,en,place,0.125,0.0,17,fr,none,36190
1242,fr,place,0.3684210526315789,0.0,17,fr,none,36190
1243,enfr,place,0.28289473684210525,0.0,17,fr,none,36190
1244,en,placerough,0.0,0.0,17,fr,none,36190
1245,fr,placerough,0.6666666666666666,0.0,17,fr,none,36190
1246,enfr,placerough,0.35119047619047616,0.0,17,fr,none,36190
1247,enfr,lang,1.0,0.0,17,fr,none,36190
1248,en,sonority,0.3076923076923077,0.0,18,fr,none,41957
1249,fr,sonority,0.8235294117647058,0.0,18,fr,none,41957
1250,enfr,sonority,0.36877828054298645,0.0,18,fr,none,41957
1251,en,manner,0.38461538461538464,0.0,18,fr,none,41957
1252,fr,manner,0.6764705882352942,0.0,18,fr,none,41957
1253,enfr,manner,0.41289592760180993,0.0,18,fr,none,41957
1254,en,voicing,0.29411764705882354,0.0,18,fr,none,41957
1255,fr,voicing,0.9166666666666666,0.0,18,fr,none,41957
1256,enfr,voicing,0.4852941176470588,0.0,18,fr,none,41957
1257,en,place,0.125,0.0,18,fr,none,41957
1258,fr,place,0.5263157894736842,0.0,18,fr,none,41957
1259,enfr,place,0.28289473684210525,0.0,18,fr,none,41957
1260,en,placerough,0.0,0.0,18,fr,none,41957
1261,fr,placerough,0.6666666666666666,0.0,18,fr,none,41957
1262,enfr,placerough,0.35119047619047616,0.0,18,fr,none,41957
1263,enfr,lang,1.0,0.0,18,fr,none,41957
1264,en,sonority,0.3076923076923077,0.0,19,fr,none,48563
1265,fr,sonority,0.8235294117647058,0.0,19,fr,none,48563
1266,enfr,sonority,0.36877828054298645,0.0,19,fr,none,48563
1267,en,manner,0.38461538461538464,0.0,19,fr,none,48563
1268,fr,manner,0.6764705882352942,0.0,19,fr,none,48563
1269,enfr,manner,0.41289592760180993,0.0,19,fr,none,48563
1270,en,voicing,0.23529411764705882,0.0,19,fr,none,48563
1271,fr,voicing,0.9166666666666666,0.0,19,fr,none,48563
1272,enfr,voicing,0.4852941176470588,0.0,19,fr,none,48563
1273,en,place,0.125,0.0,19,fr,none,48563
1274,fr,place,0.5263157894736842,0.0,19,fr,none,48563
1275,enfr,place,0.28289473684210525,0.0,19,fr,none,48563
1276,en,placerough,0.0,0.0,19,fr,none,48563
1277,fr,placerough,0.6666666666666666,0.0,19,fr,none,48563
1278,enfr,placerough,0.35119047619047616,0.0,19,fr,none,48563
1279,enfr,lang,1.0,0.0,19,fr,none,48563
1280,en,sonority,0.3076923076923077,0.0,20,fr,none,56131
1281,fr,sonority,0.8235294117647058,0.0,20,fr,none,56131
1282,enfr,sonority,0.36877828054298645,0.0,20,fr,none,56131
1283,en,manner,0.38461538461538464,0.0,20,fr,none,56131
1284,fr,manner,0.6470588235294118,0.0,20,fr,none,56131
1285,enfr,manner,0.41289592760180993,0.0,20,fr,none,56131
1286,en,voicing,0.23529411764705882,0.0,20,fr,none,56131
1287,fr,voicing,1.0,0.0,20,fr,none,56131
1288,enfr,voicing,0.4852941176470588,0.0,20,fr,none,56131
1289,en,place,0.125,0.0,20,fr,none,56131
1290,fr,place,0.5263157894736842,0.0,20,fr,none,56131
1291,enfr,place,0.28289473684210525,0.0,20,fr,none,56131
1292,en,placerough,0.0,0.0,20,fr,none,56131
1293,fr,placerough,0.6666666666666666,0.0,20,fr,none,56131
1294,enfr,placerough,0.35119047619047616,0.0,20,fr,none,56131
1295,enfr,lang,1.0,0.0,20,fr,none,56131
1296,en,sonority,0.3333333333333333,0.0,21,fr,none,64800
1297,fr,sonority,0.8235294117647058,0.0,21,fr,none,64800
1298,enfr,sonority,0.3963046757164404,0.0,21,fr,none,64800
1299,en,manner,0.38461538461538464,0.0,21,fr,none,64800
1300,fr,manner,0.6470588235294118,0.0,21,fr,none,64800
1301,enfr,manner,0.41289592760180993,0.0,21,fr,none,64800
1302,en,voicing,0.23529411764705882,0.0,21,fr,none,64800
1303,fr,voicing,1.0,0.0,21,fr,none,64800
1304,enfr,voicing,0.4852941176470588,0.0,21,fr,none,64800
1305,en,place,0.125,0.0,21,fr,none,64800
1306,fr,place,0.5263157894736842,0.0,21,fr,none,64800
1307,enfr,place,0.28289473684210525,0.0,21,fr,none,64800
1308,en,placerough,0.0,0.0,21,fr,none,64800
1309,fr,placerough,0.6666666666666666,0.0,21,fr,none,64800
1310,enfr,placerough,0.3869047619047619,0.0,21,fr,none,64800
1311,enfr,lang,1.0,0.0,21,fr,none,64800
1312,en,sonority,0.3333333333333333,0.0,22,fr,none,74730
1313,fr,sonority,0.8529411764705882,0.0,22,fr,none,74730
