,lang,feature,accuracy,permute,z
640,fr,manner,0.23529411764705882,49.0,
641,en,manner,0.1282051282051282,49.0,
642,fren,manner,0.1779788838612368,49.0,
643,fr,voicing,0.3333333333333333,49.0,
644,en,voicing,0.35294117647058826,49.0,
645,fren,voicing,0.44362745098039214,49.0,
646,fr,place,0.2631578947368421,49.0,
647,en,place,0.20833333333333334,49.0,
648,fren,place,0.2883771929824561,49.0,
649,fren,lang,0.5616438356164384,49.0,
